trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
8766010,165,3,West - 165 Weston Rd North towards Steeles,,0,16513130,shp-165-57,1
78892020,165,1,West - 165 Weston Rd North towards Steeles,,0,16518182,shp-165-57,1
83963010,165,3,West - 165 Weston Rd North towards Steeles,,0,16594162,shp-165-57,1
84777020,165,1,West - 165 Weston Rd North towards Steeles,,0,16586252,shp-165-57,1
86561020,165,1,West - 165 Weston Rd North towards Steeles,,0,16513130,shp-165-57,1
84800020,165,1,West - 165 Weston Rd North towards Steeles,,0,1650770,shp-165-57,1
85975010,165,3,West - 165 Weston Rd North towards Steeles,,0,1650880,shp-165-57,1
84735070,165,2,West - 165 Weston Rd North towards Steeles,,0,16514140,shp-165-57,1
86073020,165,1,West - 165 Weston Rd North towards Steeles,,0,1650880,shp-165-57,1
82605070,165,2,West - 165 Weston Rd North towards Steeles,,0,16510100,shp-165-57,1
85784010,165,3,West - 165 Weston Rd North towards Steeles,,0,1659920,shp-165-57,1
8166010,165,3,West - 165 Weston Rd North towards Steeles,,0,16512120,shp-165-57,1
85795020,165,1,West - 165 Weston Rd North towards Steeles,,0,1658320,shp-165-56,1
83674070,165,2,West - 165 Weston Rd North towards Steeles,,0,16516160,shp-165-57,1
83473070,165,2,West - 165 Weston Rd North towards Steeles,,0,1658480,shp-165-57,1
81273070,165,2,West - 165 Weston Rd North towards Steeles,,0,1650550,shp-165-57,1
85945020,165,1,West - 165 Weston Rd North towards Steeles,,0,16512120,shp-165-57,1
82932020,165,1,West - 165 Weston Rd North towards Steeles,,0,16513130,shp-165-57,1
94245070,165,2,West - 165 Weston Rd North towards Steeles,,0,1650990,shp-165-57,1
82935070,165,2,West - 165 Weston Rd North towards Steeles,,0,1650330,shp-165-57,1
96859020,165,1,West - 165 Weston Rd North towards Steeles,,0,1650440,shp-165-56,1
81005070,165,2,West - 165 Weston Rd North towards Steeles,,0,16512120,shp-165-57,1
97087020,165,1,West - 165 Weston Rd North towards Steeles,,0,1658320,shp-165-57,1
91653010,165,3,West - 165 Weston Rd North towards Steeles,,0,16514140,shp-165-56,1
97026020,165,1,West - 165 Weston Rd North towards Steeles,,0,16514140,shp-165-57,1
94668070,165,2,West - 165 Weston Rd North towards Steeles,,0,1650770,shp-165-57,1
96426010,165,3,West - 165 Weston Rd North towards Steeles,,0,16510100,shp-165-57,1
91342070,165,2,West - 165 Weston Rd North towards Steeles,,0,16520202,shp-165-57,1
93930020,165,1,West - 165 Weston Rd North towards Steeles,,0,16516162,shp-165-57,1
9394070,165,2,West - 165 Weston Rd North towards Steeles,,0,16515150,shp-165-57,1
93537020,165,1,West - 165 Weston Rd North towards Steeles,,0,16515152,shp-165-56,1
93626020,165,1,West - 165 Weston Rd North towards Steeles,,0,16523232,shp-165-56,1
92619070,165,2,West - 165 Weston Rd North towards Steeles,,0,1650990,shp-165-57,1
87717020,165,1,West - 165 Weston Rd North towards Steeles,,0,16520202,shp-165-57,1
88382070,165,2,West - 165 Weston Rd North towards Steeles,,0,1658480,shp-165-56,1
87664070,165,2,West - 165 Weston Rd North towards Steeles,,0,1650770,shp-165-57,1
91317010,165,3,West - 165 Weston Rd North towards Steeles,,0,1650660,shp-165-57,1
90635020,165,1,West - 165 Weston Rd North towards Steeles,,0,16518182,shp-165-57,1
91179070,165,2,West - 165 Weston Rd North towards Steeles,,0,16513130,shp-165-57,1
90637070,165,2,West - 165 Weston Rd North towards Steeles,,0,16511110,shp-165-57,1
88034010,165,3,West - 165 Weston Rd North towards Steeles,,0,16596172,shp-165-57,1
93454070,165,2,West - 165 Weston Rd North towards Steeles,,0,1658220,shp-165-56,1
90498020,165,1,West - 165 Weston Rd North towards Steeles,,0,1650550,shp-165-56,1
86605070,165,2,West - 165 Weston Rd North towards Steeles,,0,16512120,shp-165-57,1
87982020,165,1,West - 165 Weston Rd North towards Steeles,,0,1650770,shp-165-57,1
8900070,165,2,West - 165 Weston Rd North towards Steeles,,0,1650110,shp-165-57,1
91621010,165,3,West - 165 Weston Rd North towards Steeles,,0,1650770,shp-165-57,1
86591010,165,3,West - 165 Weston Rd North towards Steeles,,0,16512120,shp-165-57,1
89179070,165,2,West - 165 Weston Rd North towards Steeles,,0,16519190,shp-165-57,1
86899070,165,2,West - 165 Weston Rd North towards Steeles,,0,1650660,shp-165-57,1
89167010,165,3,West - 165 Weston Rd North towards Steeles,,0,16512120,shp-165-57,1
86780020,165,1,West - 165 Weston Rd North towards Steeles,,0,16522222,shp-165-57,1
89204020,165,1,West - 165 Weston Rd North towards Steeles,,0,16522221,shp-165-57,1
86863020,165,1,West - 165 Weston Rd North towards Steeles,,0,1658210,shp-165-57,1
91884070,165,2,West - 165 Weston Rd North towards Steeles,,0,1650660,shp-165-57,1
87350010,165,3,West - 165 Weston Rd North towards Steeles,,0,1659920,shp-165-56,1
89929010,165,3,West - 165 Weston Rd North towards Steeles,,0,16511110,shp-165-57,1
89868020,165,1,West - 165 Weston Rd North towards Steeles,,0,16518182,shp-165-56,1
89625070,165,2,West - 165 Weston Rd North towards Steeles,,0,16510100,shp-165-57,1
86012010,165,3,West - 165 Weston Rd North towards Steeles,,0,16513130,shp-165-57,1
89640010,165,3,West - 165 Weston Rd North towards Steeles,,0,1656010,shp-165-57,1
86197010,165,3,West - 165 Weston Rd North towards Steeles,,0,1650660,shp-165-57,1
87818010,165,3,West - 165 Weston Rd North towards Steeles,,0,1656010,shp-165-57,1
82889020,165,1,West - 165 Weston Rd North towards Steeles,,0,1658320,shp-165-57,1
85651070,165,2,West - 165 Weston Rd North towards Steeles,,0,16520202,shp-165-57,1
85789020,165,1,West - 165 Weston Rd North towards Steeles,,0,16510100,shp-165-57,1
88266020,165,1,West - 165 Weston Rd North towards Steeles,,0,1650660,shp-165-57,1
9952070,165,2,West - 165 Weston Rd North towards Steeles,,0,16515150,shp-165-56,1
9704020,165,1,West - 165 Weston Rd North towards Steeles,,0,1650440,shp-165-57,1
97967010,165,3,West - 165 Weston Rd North towards Steeles,,0,16586182,shp-165-57,1
98032010,165,3,West - 165 Weston Rd North towards Steeles,,0,1650880,shp-165-56,1
97528010,165,3,West - 165 Weston Rd North towards Steeles,,0,16511110,shp-165-57,1
92332020,165,1,West - 165 Weston Rd North towards Steeles,,0,1650880,shp-165-57,1
92215070,165,2,West - 165 Weston Rd North towards Steeles,,0,1658340,shp-165-57,1
92467010,165,3,West - 165 Weston Rd North towards Steeles,,0,1650880,shp-165-57,1
95207070,165,2,West - 165 Weston Rd North towards Steeles,,0,16512120,shp-165-56,1
97912070,165,2,West - 165 Weston Rd North towards Steeles,,0,1650550,shp-165-57,1
95232070,165,2,West - 165 Weston Rd North towards Steeles,,0,16520202,shp-165-57,1
95588010,165,3,West - 165 Weston Rd North towards Steeles,,0,16596172,shp-165-56,1
98194070,165,2,West - 165 Weston Rd North towards Steeles,,0,1658480,shp-165-57,1
98971070,165,2,West - 165 Weston Rd North towards Steeles,,0,1658480,shp-165-57,1
96398010,165,3,West - 165 Weston Rd North towards Steeles,,0,1650880,shp-165-57,1
98896010,165,3,West - 165 Weston Rd North towards Steeles,,0,16510100,shp-165-57,1
99126070,165,2,West - 165 Weston Rd North towards Steeles,,0,1658340,shp-165-57,1
96236020,165,1,West - 165 Weston Rd North towards Steeles,,0,1658210,shp-165-57,1
96160070,165,2,West - 165 Weston Rd North towards Steeles,,0,1658340,shp-165-57,1
13512020,166,1,East - 166 Toryork Short Turn towards Steeles and Islington,S,1,1660332,shp-166-01,1
28339020,166,1,East - 166 Toryork Short Turn towards Steeles and Islington,S,1,1660111,shp-166-01,1
36962020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660111,shp-166-02,1
36542020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660222,shp-166-02,1
34686020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660222,shp-166-02,1
25746020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660112,shp-166-02,1
42808020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660112,shp-166-02,1
21740020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660111,shp-166-02,1
77930020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660332,shp-166-02,1
67156020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660332,shp-166-02,1
45079020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660112,shp-166-02,1
67488020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660112,shp-166-02,1
58047020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660221,shp-166-02,1
60660020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660222,shp-166-02,1
55138020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660221,shp-166-02,1
56635020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660331,shp-166-02,1
89366020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660332,shp-166-02,1
9966020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660331,shp-166-02,1
83921020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660222,shp-166-02,1
82022020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660331,shp-166-02,1
78405020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660111,shp-166-02,1
7974020,166,1,East - 166 Toryork towards Pioneer Village Station,,1,1660221,shp-166-02,1
89492020,166,1,West - 166 Toryork towards Milvan,,0,1660221,shp-166-51,1
85887020,166,1,West - 166 Toryork towards Milvan,,0,1660112,shp-166-51,1
88566020,166,1,West - 166 Toryork towards Milvan,,0,1660111,shp-166-51,1
98002020,166,1,West - 166 Toryork towards Milvan,,0,1660332,shp-166-51,1
92847020,166,1,West - 166 Toryork towards Milvan,,0,1660332,shp-166-51,1
42931020,166,1,West - 166 Toryork towards Milvan,,0,1660332,shp-166-51,1
94112020,166,1,West - 166 Toryork towards Milvan,,0,1660331,shp-166-51,1
42742020,166,1,West - 166 Toryork towards Milvan,,0,1660221,shp-166-51,1
9882020,166,1,West - 166 Toryork towards Milvan,,0,1660222,shp-166-51,1
45885020,166,1,West - 166 Toryork towards Milvan,,0,1660331,shp-166-51,1
69172020,166,1,West - 166 Toryork towards Milvan,,0,1660112,shp-166-52,1
49301020,166,1,West - 166 Toryork towards Milvan,,0,1660222,shp-166-51,1
28995020,166,1,West - 166 Toryork towards Milvan,,0,1660222,shp-166-51,1
49673020,166,1,West - 166 Toryork towards Milvan,,0,1660221,shp-166-52,1
28438020,166,1,West - 166 Toryork towards Milvan,,0,1660112,shp-166-51,1
69935020,166,1,West - 166 Toryork towards Milvan,,0,1660112,shp-166-51,1
66624020,166,1,West - 166 Toryork towards Milvan,,0,1660332,shp-166-51,1
20558020,166,1,West - 166 Toryork towards Milvan,,0,1660111,shp-166-51,1
13373020,166,1,West - 166 Toryork towards Milvan,,0,1660331,shp-166-52,1
14150020,166,1,West - 166 Toryork towards Milvan,,0,1660111,shp-166-51,1
33481020,166,1,West - 166 Toryork towards Milvan,,0,1660222,shp-166-52,1
39300020,166,1,West - 166S Toryork Short Turn towards Emery Station,S,0,1660112,shp-166-53,1
27144020,166,1,West - 166S Toryork Short Turn towards Emery Station,S,0,1660221,shp-166-53,1
35381020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670332,shp-167-03,1
23920070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
39120020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
31451020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
28701020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
31544020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670332,shp-167-03,1
34362020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670332,shp-167-03,1
31876020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
2420070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
36686020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670332,shp-167-03,1
13700020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
41487020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670332,shp-167-03,1
12125070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
4082070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
12270020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
36937070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
11636070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
37017020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
15446070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
37142020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
69377020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
16121020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
72226020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
13251070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
7009070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
1056070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
62561070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
18713070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
68696070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
67163020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
58113070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
73728070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
5412070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
6112070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
50205070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
61346070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
53224070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
64429070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
45027070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
6042020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
4479070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
57640070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
44170020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
65926070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
48070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
46586020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670332,shp-167-03,1
95382070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
56337020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
92606020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670332,shp-167-03,1
55659070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
91128070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
97880070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
89497070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
86442020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
89623070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
93414070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
91796070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670220,shp-167-03,1
91131070,167,2,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
85718020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
80227020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
76578020,167,1,North - 167A Pharmacy North towards Steeles via Consumers Rd,A,1,1670110,shp-167-03,1
82500020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670110,shp-167-04,1
79661020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670110,shp-167-04,1
57504020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670220,shp-167-04,1
79953020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670110,shp-167-04,1
55182020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670332,shp-167-04,1
84818020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670220,shp-167-04,1
5944020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670110,shp-167-04,1
49335020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670332,shp-167-04,1
6673020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670220,shp-167-04,1
64860020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670332,shp-167-04,1
72997020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670110,shp-167-04,1
66353020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670110,shp-167-04,1
69282020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670110,shp-167-04,1
74148020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670220,shp-167-04,1
38036020,167,1,North - 167B Pharmacy North towards Steeles,B,1,1670110,shp-167-04,1
70967070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
4109070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
64665020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
4153070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
67919020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
40369020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
57976070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
32022070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
48125020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
26226020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
48338070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
20422020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
52925070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
16852070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
17911070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
14900020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
12860020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
18493020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670332,shp-167-53,1
12258070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
10735070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
12693070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
13508070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
13218020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
13955020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
12758020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670332,shp-167-53,1
71969070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
13843070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
72382070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
2874070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
69396020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
26498020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670332,shp-167-53,1
64352020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670332,shp-167-53,1
38490070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
50055070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
37800070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
47044020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
42599020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
42668070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
40641020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
56128070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
46685070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
55515020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670332,shp-167-53,1
80020070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
51145020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
85533070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
50897020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670332,shp-167-53,1
83818020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
84625070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
94421070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
79776020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670332,shp-167-53,1
98695020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
80084070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
98287070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
82694070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
99383070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
78628070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
86082020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
88108070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
87173020,167,1,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670220,shp-167-53,1
89226070,167,2,South - 167A Pharmacy North towards Don Mills Station via Consumers Rd,A,0,1670110,shp-167-53,1
99211020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670110,shp-167-54,1
50171020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670220,shp-167-54,1
9235020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670332,shp-167-54,1
1027020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670110,shp-167-54,1
35092020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670220,shp-167-54,1
3121020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670110,shp-167-54,1
11680020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670110,shp-167-54,1
26879020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670332,shp-167-54,1
45192020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670220,shp-167-54,1
39352020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670110,shp-167-54,1
57998020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670110,shp-167-54,1
32800020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670110,shp-167-54,1
67802020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670332,shp-167-51,1
66968020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670220,shp-167-54,1
77174020,167,1,South - 167B Pharmacy North towards Don Mills Station,B,0,1670220,shp-167-54,1
3294010,168,3,North - 168 Symington towards Mount Dennis Station,,1,1680330,shp-168-03,1
77081070,168,2,North - 168 Symington towards Mount Dennis Station,,1,1680220,shp-168-03,1
33467070,168,2,North - 168 Symington towards Mount Dennis Station,,1,1680220,shp-168-03,1
76698020,168,1,North - 168 Symington towards Mount Dennis Station,,1,1680550,shp-168-03,1
33497070,168,2,North - 168 Symington towards Mount Dennis Station,,1,1680330,shp-168-03,1
73882010,168,3,North - 168 Symington towards Mount Dennis Station,,1,1680330,shp-168-03,1
36537020,168,1,North - 168 Symington towards Mount Dennis Station,,1,1680550,shp-168-03,1
73594020,168,1,North - 168 Symington towards Mount Dennis Station,,1,1680220,shp-168-03,1
33263070,168,2,North - 168 Symington towards Mount Dennis Station,,1,1680220,shp-168-03,1
80787010,168,3,North - 168 Symington towards Mount Dennis Station,,1,1680440,shp-168-03,1
